,date,username,tweet,hashtags,nlikes
14,2022-01-31 00:22:36,Dataphyte,"#Chartoftheday: In 2021, Nigeria’s Q3 capital importation grew by 97.3% compared to the Q2 figure of $875.62 million. Five (5) countries contributed to most of these investments. To learn more, click this link:  https://t.co/cmXdbVqO0B #Dataphyte #Foriegninvestment #Nigeria  https://t.co/N8SueDijZA","['chartoftheday', 'dataphyte', 'foriegninvestment', 'nigeria']",3
15,2022-01-30 22:37:38,rik_kki,"Hi, my name is Temi 斯斯. I am a professional Chinese-English translator and import/export agent for China-Nigeria goods  I handle  1. Product sourcing  2. Procurement  3. Shipping  4. Exchange and payment  5. Importation trainings  6. Document translation   Please retweet 🤲🏽🤲🏽",[],21
16,2022-01-30 22:26:25,africatechradio,#Atechradio #africa #nigeria #shipping #business #industry #maritime #importation,"['atechradio', 'africa', 'nigeria', 'shipping', 'business', 'industry', 'maritime', 'importation']",1
17,2022-01-30 22:04:58,aksyst,"@toluogunlesi @toluogunlesi I am not here to contradict the claim of ""half a dozen new private sector - led Modular refinery projects "" but what impact have these had on importation of petrol, prices and subsidy. The Nigeria Economy and indeed common man have not felt this.",[],1
18,2022-01-30 20:38:24,Chidex05039906,@MOHAMMED BUHARI  shut the borders because of rice IMPORTATION AND  THE SAME #MOHAMED #BUHARI    are importing fuel !etc! TO NIGERIA  WHO'S THIS @mohamed #Buhari  https://t.co/m6IzlbhaLl,"['mohamed', 'buhari', 'buhari']",0
19,2022-01-30 11:17:52,Asuoofficial,"@_EdenJohnson @RepairerTable @aGuNviews All countries can't stop importation. Heard of ""comparative cost advantage?"" Countries are expecting to import what's cheaper in other countries, relative to cost in home country. A well runed economy records more exports than imports. In Nigeria's case, the reverse.",[],4
20,2022-01-30 03:14:34,dotuncoker,"@ruffydfire Nigeria would have earned money from the privatisation, stopped importation, grow local capacity, employ people, save from subsidy and the continuous payment of salary to people not working optimally",[],0
21,2022-01-29 21:35:46,godfadakazeem,"Sir, a total ban on importation of exotic cars. The super category above are the ones who import luxurious cars for grandiose and class or status. Property tax, this will help recover a lot in taxation as most of them connive with their colleagues in the banks.",[],0
22,2022-01-29 21:04:26,Frommel14,"How can a country represent when she doesn't have a stable economy?.We can't print money and pump into circulation cos that will lead to inflation and adverse poverty. Nigeria is not a producing nation, beside we are still paying for services from importation and borrowed money .",[],0
23,2022-01-29 18:08:00,Olanrewaju6297,"120 million litres to 30 million litres for the storage of crude oil, PMS e.t.c.  No more import, no ship demurrage, no congestion in our Ports, no more import duty.  This project is going to save Nigeria $43 Billion USD on annual refined oil importation.",[],71
24,2022-01-29 03:19:21,EGi87063919,"If dangote start car production in Nigeria, fed govt will ban car importation within 12 months of operations,The kind of privileges given to this man has never been given to other business men in southern Nig. Give @cosmosmaduka 20% of dat privilege, he will be the richest man.",[],0
25,2022-01-29 00:14:03,GodspowerOkuzor,(1): E-commerce (mini-importation) This is a small scale business in which you can import goods from overseas to Nigeria .  I know alot of people who have remove themself from the pit of poverty doing mini-importation.,[],1
26,2022-01-28 20:38:25,IjeomaIfeanyi04,SOLUDO'S THEORY.  The economy of Nigeria can be improved if we reduce the rate of importation.  I will promote locally made goods in Anambra and globally.  💯,[],9
27,2022-01-28 18:34:29,Tope_soft,"No. It's not on paper. Successive govts in Nigeria lack the political will. This issue is simple. If Dangote refinery comes on board for instance, it will reduce refining and importation cost, when that happens subsidy begins the journey towards a natural death.",[],1
28,2022-01-28 03:55:00,TheInformant247,"TETFund boss says skilled labour importation contributing to Nigeria’s unemployment, social unrest  https://t.co/SDYKKmnofa",[],1
29,2022-01-28 03:52:00,kaycee_sidney,"@divine2k @Ekwulu The tweet is trying to enlighten you on the scale the two governments operate on you can then figure out on your own if you believe Nigeria achieves more with the miniature budget, importation of even every raw material and excessive corruption.",[],0
30,2022-01-28 01:11:37,Oboh67734019,"It is good that Nigeria no longer depends on importation of cement, but the price is extremely high. I bought a bag of cement for 4300 in ijebu, let the FG not Buhari do something about it.",[],15
31,2022-01-28 00:50:22,RipplesNG,"PDP accuses Buhari govt of deceit over subsidy payment, demands details of importation costs  https://t.co/GNjJ6JfOBS",[],0
32,2022-01-28 00:01:49,IamCidane,Capital importation has increased to 4b. Is this as a result of the fact that leadership is changing soon and people’s perception is changing. People still have hope for nigeria,[],0
33,2022-01-27 22:25:08,MarvelTVUpdate,"""No Dollar Had Been Spent On The Importation Of Cement Into Nigeria In The Past Seven Years"" – CBN Governor, Emefiele | MarvelTVUpdates  READ MORE:   https://t.co/OiEW3veZCi",[],0
34,2022-01-27 21:07:39,ARISEtv,"Nigeria: Opposition Party PDP Demands Full Disclosure of Fuel Importation, Subsidy Costs  https://t.co/3mm9LANgg9",[],13
35,2022-01-27 19:38:06,Blossom4christ,"@LifeOfNapaul expensive here in Nigeria.  You just need to do yourmarketing right if you want to excel in the business.  Before you venture into the mini importation business, you need someone to guide you, and also, you need to start with the products people buy most. You need to do your",[],3
36,2022-01-27 19:36:06,Blossom4christ,@LifeOfNapaul Popcorn machine Scooping spoon Gas cylinder  10. Mini Importation Business  Mini importation business is one of the best profitable business to start with 100k in Nigeria and be successful.  People are making money importing goods from other countries cheap and selling them,[],1
37,2022-01-27 19:35:00,magafestus,"@aitkakaaki  Nigeria has stop importation of Rice,Maize and other products why can it stop importation of petroleum?",[],0
38,2022-01-27 18:52:29,olapeckham,"*2023: Anyim: Zoning Or No Zoning, I’ll Contest Presidency in 2023 *Don’t Abandon Power Shift To South -Ohaneze Cautions *PDP Demands Full Disclosure Of Fuel Importation,Subsidy Costs *FAO, WFP List Nigeria Among 20 'Hunger Hotspots'•Call For Urgent, Targeted Humanitarian Action",[],0
39,2022-01-27 16:39:23,NigNewspapers,PDP demands full disclosure of fuel importation  https://t.co/1Z6Av40wlW  #Nigeria #NigeriaNews  https://t.co/tsPJTvTrNr,"['nigeria', 'nigerianews']",1
40,2022-01-27 16:31:06,thesunnigeria,PDP demands full disclosure of fuel importation -  https://t.co/nCTfk2VSL2  https://t.co/ppNzyUbitQ,[],0
41,2022-01-27 11:27:27,movinglagosian,This move by CBN will put Nigeria in a very dangerous position economically. The import/exports system in place already makes the whole process expensive. They’ve done nothing to ensure the ease of doing business which has led to the increase cost of importation.,[],9
42,2022-01-27 10:45:47,OfficialPDPNig,Our Party challenges the @OfficialAPCNg to present the details of importation costs to Nigerians as no genuine pricing template can support such criminal increase in fuel subsidy beyond the appropriate pricing which experts posit cannot be above N500 billion.,[],13
43,2022-01-27 10:45:41,OfficialPDPNig,The @OfficialPDPNig demands a full disclosure of specifics of the subsidy templates including details of cost of importation of petroleum products into the country to warrant the additional N2.557 trillion being requested by the corrupt @OfficialAPCNg administration.,[],3
44,2022-01-27 10:45:39,OfficialPDPNig,"2023: @OfficialPDPNig Exposes @OfficialAPCNg, FG Over N3 Trillion Fuel Subsidy Scam…Demands Full Disclosure of Fuel Importation Costs. See details here👇  https://t.co/bujfSwjPNr",[],149
45,2022-01-27 10:02:20,pewaoluwadavid,Oil is $90pb yet Nigeria is operating at a loss due importation... who did this to us? D cabals that LL not allow d refineries to work. Thunder fire them. 🔥,[],0
46,2022-01-27 08:53:43,CalebBoonu07,@Cassielforson Masa nigeria stopped the importation of rice and now produce rice in their country to feed the nation . Reversal of benchmark value will encourage local production and reduce importation. Jack your party stayed in power for 8 yrs u never reversed any tax. Make we think,[],1
47,2022-01-27 08:36:10,Ogaga_Ed,"@CollinGrace4 @ObedMagnificent Yea... I remember this 😂😂😂 this .. importation was banned in Nigeria ..but this was an economic move , you can clearly see that movement wasn’t blocked. Bro but really in what context is this same as saying Nigerians are the reason for increased crime in SA?",[],0
48,2022-01-27 05:58:23,expertsng,"Ban Importation of Tomato Paste to Nigeria  Put a total ban on the importation of tomato paste into the country. That was the request made to the federal government of Nigeria, Click URL to read full post  https://t.co/kz99uKkFCw #businessdevelopment  https://t.co/rPhIt1kBoP",['businessdevelopment'],0
49,2022-01-27 05:33:32,Ezugo64Ejimofor,"@ShehuSani NNPC should hand off fuel importation; the costs are inflated due to corruption. Marketers should be allowed to import fuel and sell. If this is not done, no refinery will ever work in Nigeria. Quote me",[],2
50,2022-01-27 05:30:44,officialLightk,@innosonvehicles @CCSoludo Good am proud of this infact if is possible the government should  make importation of foreign cars to 40 percent and make innoson cars 60 percent of cars use in Nigeria 🇳🇬,[],2
51,2022-01-27 03:48:40,epiphanyfarmltd,The poor attention on Agriculture by the past administrations made things worse. Why waste oil money on importation of what we can produce.?? But it's never too late to fix things. People will cry! Some will even die but Nigeria will Rise. Take a look at the price of rice.🤕,[],5
52,2022-01-26 22:00:28,EjioforOnyishi,"@NigeriaInfoPH How much will it cost Nigeria government to fix our refinaries and stop importation which will be the end of subsidy, corruption has destroyed Nigeria",[],0
53,2022-01-26 18:39:30,Temple48699872,"@ruffydfire What about the wickedness around the so called importation of refined PMS? Nigeria needs to bring to book all the persons who were fingered in the 2012 fuel subsidy scam. Otherwise, the wayo game will continue.",[],0
54,2022-01-26 12:30:47,Dniigro_1,"@deee009 At this 'finished rate',My wife was running a successful importation business.  But with dollar at almost N600 and pounds at N700,she just manages to get by. Your Buhari has ended Nigeria.",[],49
55,2022-01-26 08:45:25,jidecole20,"@ruffydfire Petrol importation into Nigeria is not transparent, does Nigeria have the capacity to receive 50m litres of imported petrol daily",[],0
56,2022-01-26 07:02:15,RifanNigeria,"Africa's largest pyramids of rice paddy to be evacuated tomorrow, 27th January, 2022 - 61 indigenous integrated millers to benefit - Self-sufficiency in rice production - No more importation; only exportation @cenbank @UnityBankPlc @RifanNigeria @MBuhari @NGRPresident",[],5
57,2022-01-26 06:46:22,WeirdmaskmanNG,"Don't y'all think Africa should ban importation of motorbikes for now?  These bandits/guerillas thrive on these bipeds in Niger, Nigeria, Cameroon, Mali, Sudan etc  How do these weapons move around without check too? What happened to border security?  We're in so much trouble 🤦🏾‍♀️",[],0
58,2022-01-26 00:52:06,TemuniP,Une belle liste d'hommes et de femmes férus en affaires mais ont manqué de vision. Quand on voit ce que Aliko Dangote a accompli au Nigeria...Ce n'est pas un hasard si de nombreux produits bannis à l'importation au Nigeria sont des marchés où il a des intérêts. #vision,['vision'],15
59,2022-01-25 21:53:44,EhiUgbodaga,some state governments are deliberately not supplied crude for refining to at least reduce the importable cost of importation?   5. Why is Nigeria the only country in OPEC that doesn't refine its own crude? - Who is benefiting from the sufferings of the masses?,[],0
60,2022-01-25 20:37:50,VictorDonJer,"@chukaobi U can say whatever u want, u are free. But I know we don't produce wheat flour in Nigeria in commercial quantities and so we import. Why should we import when we can produce? Yet u are making same case for importation, the message still hasn't sunk with u  As long as we import..",[],0
61,2022-01-25 17:22:43,Hhorlamilekan,"@firstladyship Nigeria will sell crude to Dangpte Nigeria is a shareholder in the refinery Thousands of Nigerians to be employed Naira becomes stronger More Development around the axis of the refinery Subsidy removal is inevitable, but logistics of importation is OUT",[],4
62,2022-01-25 09:47:58,TheNationNews,"Importation of petroleum products should be stopped forthwith by the Federal Government because it is “akin to handing over our national sovereignty to other climes,” the Nigeria Labour Congress (NLC) has said.  https://t.co/M23SbVoNbY",[],13
63,2022-01-25 08:33:26,Ferdina22444189,"@MachuksO If Nigeria is truly one, why is it difficult for an Igbo man to become President? Why are there no functional Rail system, Sea ports in the SE? Why are cement &amp; oil sectors monopolised? Why are Igbo importation businesses being clamp down? We should stop deceiving ourselves!",[],0
64,2022-01-25 06:20:20,LaCurtiz,"@CustomsNG @cenbank @ProfOsinbajo , Please help to stop the importation of Plain T shirts in Nigeria. There are local manufacturers that have the capacity to meet local demands but importation from India, Turkey and China has been challenge to these local companies.",[],0
65,2022-01-25 04:41:02,todunlade,@OvieNews Fuel importation is responsible for 30% of pressure on naira. Nigeria needs more industries to strengthen the Nigeria Naira.,[],0
66,2022-01-24 22:06:55,tajudine2013,"@ajayidavid0811 Thank you.  But I believe with APC policy on infrastructure development projects ongoing nationwide. Nigeria will soon get it right, couple with Dangote refinery that will soon save the economy more than $50 billion foreign exchange.  Petroleum importation destroyed our economy.  https://t.co/byiovBjXnh",[],0
67,2022-01-24 21:32:39,Iraborclem,"Nigeria is gone.$1 is now #550.CBN feels that dis-valued NGN will increase crude oil proceeds. That is when they reduce the value of NGN to USD,it will give them more NGN in return.But they didn't consider importation of machinery. How can you encourage production in Nig?",[],0
68,2022-01-24 18:14:33,newbornriki,rehabilitation centers for rehabilitation the money we have been recovering should be used for their rehabilitation. We have to stop the importation of the drugs by first capuring the importers not just seizing the drug alone unless you also are selling @PoliceNG @ndlea_nigeria,[],0
69,2022-01-24 10:24:35,sadiqueens,@woye1 I will rather adopt cautious optimism with this news. The backward integration of Cement importation which made Dangote a manufacturer didn't lead to a reduction in the price   Neighboring countries buy it cheaper than Nigeria it is produced from.   Monopoly isn't always good,[],13
70,2022-01-24 10:23:31,OhakweHowler,"Have you registered yet?  Start mini importation business today in Nigeria, taking this course by Me at  https://t.co/sJKNo1oDUR  Link:  https://t.co/o1MJ5LMiQW  See you at the top  https://t.co/8NuyJ5PTLf",[],3
71,2022-01-24 09:25:20,PatReport," https://t.co/sTIwhqNOwj Avec une production de 650 000 barils par jour,la raffinerie devrait permettre au Nigeria,d'ici 2023,de ne plus importer aucun produit pétrolier et devrait aussi faire baisser la demande d'importation de pétrole en Afrique à 36 % contre 43% aujourd'hui.",[],4
72,2022-01-24 07:24:19,Simparaoffical,The African Petroleum Producers Organisation (APPO) has said that Dangote Oil Refinery would reduce importation of petroleum products production into the continent by as much as 36 per cent. #dangoterefinery #petroleum #africaoil #africa #oil #nigeria,"['dangoterefinery', 'petroleum', 'africaoil', 'africa', 'oil', 'nigeria']",0
73,2022-01-24 06:30:26,don_uzee,"@MobilePunch I hope one day, they will ban importation and productions  of alcohol in Nigeria",[],0
74,2022-01-24 06:12:44,ikoreal2005,"@DrAhmadLawan This will ensure full domestication of production and distribution of petroleum products as well as eliminate the need for importation that has distorted Nigeria's external balances, position and fiscal and monetary sustainability. Glory to God 🙏",[],0
75,2022-01-24 03:23:02,JohnAde04,"@jayamuzie @AkanjiAbiodun9 @the_davidatta @FinPlanKaluAja1 Rice was cheaper because we were importing it and GEJ loan to farmers for backward integration were also used to massively import rice,rice is now expensive because we ban importation and Nigeria farmers are yet to  reach d stage ,soonest the price will come down.",[],2
76,2022-01-24 02:08:15,mo4success,"@chakoty12 @OvieNews Think deeper! Let me explain it. Presently, Nigeria imports fuel worth over $40 bn yearly. This amount will be deducted from our foreign reserve. When we stop importation, the pressure on foreign reserve will reduced drastically and our Naira will appreciate.",[],6
77,2022-01-23 20:29:50,ResolutionLawNG,DPR IMPORT PERMIT AND IMPORTATION OF PETROLEUM PRODUCTS INTO NIGERIA  Introduction  A company can apply for an importation permit where it has the appropriate legal status and is competent to carry on a business in the oil and gas industry.  https://t.co/RjfSPdS010,[],0
78,2022-01-23 09:47:29,awarawa_ng,"No importation needed, whole made in Nigeria  https://t.co/m4NBxQLGvf",[],2
79,2022-01-23 09:13:35,WereyBaba,Nigeria. Learn a new business in this new year 2022.  Click here to join a Master class on Importation business. ▶️ 🔗  https://t.co/qoRSv6pvKq 🔴 Learn how to import and sell goods from other countries 🔴 Class Starts on Tuesday  IT IS FREE IT IS FREE IT IS FREE IT IS FREE,[],1
80,2022-01-23 07:58:33,Dayoadetiloye,Anyone can go into Importation Business in Nigeria  https://t.co/b3b9sC5PzR via @@dayoadetiloye,[],0
81,2022-01-22 08:45:49,DavidOgbu17,@TemmyBig1 @sosunwale @_SirWilliam_ Which of Buhari's policies is good for Nigeria in the long run? Is it the border closure the ban on rice importation? Almost everything he does ends up with bad results. He will end up as one of Nigeria's worst presidents.,[],0
82,2022-01-22 01:57:22,MabOgbeni,"@ShoutsAndMiras Weldone Team Tomato Jos, we need more of this . Hope to see you in every Market in Nigeria to reduce importation.",[],0
83,2022-01-22 00:06:30,GidEme04,"@Kofi_Bartels @LagosTalks913 How's she going to resolve the farmer herder's issues, What's her plan to bring more investor, How's she going to make Nigeria an investor hub, How's she going to get our refineries working to reduce importation of petroleum products???",[],0
84,2022-01-21 23:17:19,9jaboy_,"Easy.  PDP's entire economic policy is sell oil and import everything. This is very good for the Igbos as they're very good in importation businesses.   APC is more let's produce what we eat, this model is not good for the Southeast ""business man"". But it's better for Nigeria.",[],0
85,2022-01-21 20:36:18,YourYansh,"*Earn 50k to 200k weekly  importation of gadgets such as phones, laptops,and accessories from the United States (US)  I will be teaching you for free on how to import gadgets  for a cheap prices with your smartphone nd use it or sell in Nigeria   https://t.co/267UTjh0yu  Davido",[],0
86,2022-01-21 19:13:57,IsabellaAmara1,Very lucrative business in Nigeria - baby diapers - mental health care - Condom importation,[],17
87,2022-01-21 19:05:11,theGodf24988388,@realFemiOtedola Since this man take over Nigeria economically is getting bad he dose not see it as failure  always bringing rules to downgrade our economy. No economy can grow without good importation and free forex exchange. He has kill over 10 millions small business in ban of the use of $,[],0
88,2022-01-21 03:58:02,aljazirahnig,"FDI Dropped By 48% In Two Years: Ladi Patrick Foreign Direct Investment in Nigeria has dropped by $325.82m in two -year, according to data from the National Bureau of Statistics. According to capital importation reports by the   The post FDI Dropped By…  https://t.co/j4xp2sn5ic",[],0
89,2022-01-21 03:47:32,salesboyafrica,"@Bigmozel If we have these kid of dogs in Nigeria, NATO ban importation of stove wool o.",[],0
90,2022-01-21 02:49:49,OarRuth,@Fattylincornn Container economy. PDP encouraged importation of all and sundry. Igbos hate this administration for pursuing economy development of Nigeria.,[],13
91,2022-01-20 12:35:58,Updater_Nigeria,"Dangote Refinery to reduce Africa’s petroleum importation by 36%, says APPO  https://t.co/yFDEysMiMn",[],0
92,2022-01-20 07:13:16,aryykeh,"Like Ayuba Wabba said, truly there is no reason why our refineries shouldn't be working except that people who are benefitting from importation and subsidy are deliberately ensuring that it doesn't work. Nigeria!",[],1
93,2022-01-20 04:44:53,IsoloShoemaker,That 120 billion factory in Katsina will be mass producing clothes. I hope they maintain a standard quality and also have a unique design or better still work with several designers in Nigeria. We will buy it. Pressure on Naira will reduce as importation will reduce.,[],24
94,2022-01-20 03:51:27,thesunnigeria,"Nigeria, US move to stop illicit importation of Nigerian artifacts -  https://t.co/BDfZtgoagn  https://t.co/17kutsu6n1",[],1
95,2022-01-20 02:31:18,Dontsto79034565,These idiots think anyone send their  papa for Nigeria  Northerners are now into importation and they are doing well  Small time they will take over,[],0
96,2022-01-20 01:41:25,theKingiscomin,"@MrSipoga Let me attempt to answer.End-User certificates from the office of the National Security Adviser (NSA). As a governor, you need to request for an End-User Certificate :It is an absolute requirement  for the importation of arms and ammunition into Nigeria.",[],2
97,2022-01-20 01:14:49,goagentlimited,"GoAgent is for Everyone! All over Nigeria, when we launch, you will be able to request for clearing &amp; forwarding agents and track the progress of your cargo clearance in real time whether or not you reside in Lagos where the ports are.  #GoAgent #Importation #Clearing #Forwarding  https://t.co/NxYmlGxfY8","['goagent', 'importation', 'clearing', 'forwarding']",1
98,2022-01-20 00:00:23,Speedy504272960,"@Mcdon8852 @Ekwulu In its hey days of massive rice importation, Nigeria imported 2 million tons of rice from Asia. This pyramid is made of mere 100,000 tons of paddy that will give less than 100k tons of ready to eat rice. The pyramids on their own can't close the gap of rice demand. This is a show",[],0
99,2022-01-19 22:35:24,MatlandCitizen,"@Mavuthel71 @eNCA Even Silicon Valley relies on importation of top skills from India, China, Japan, Nigeria, Turkey, South Africa, South Korea, etc. We need to be resolute but also realistic in our demands otherwise we collapse the whole economy.",[],0
100,2022-01-19 22:22:24,notice_com_ng,Nigeria to save $2bn annually on rice importation – Senate -  https://t.co/bClJEOwSOJ #News  #senate #BBnaija #Messi #Wizkid #Davido,"['news', 'senate', 'bbnaija', 'messi', 'wizkid', 'davido']",0
101,2022-01-19 21:23:58,davidfatunmbi,"The Senate has passed a bill seeking to establish the National Rice Development Council.  The bill is meant to develop the rice sector, save Nigeria billions of dollars on rice importation and improve the country’s foreign exchange earnings.   https://t.co/M1nlengVLv",[],13
102,2022-01-19 20:57:25,QEDaily1,Nigeria Bans Importation Of Rice Through Seaports  https://t.co/qe9OAqqtpB,[],0
103,2022-01-19 20:42:27,GodwinLade3,Ghana sometimes all we know is talk and no actions.Go to Nigeria they banned the importation of rice and now go and see they are doing enough local production and ready to do exports now kraaaa,[],0
104,2022-01-19 17:33:08,nigeria_tracker,"Dangote Refinery to Reduce Africa’s Petroleum Importation by 36%, says APPO  https://t.co/xRiqOxMmDb",[],0
105,2022-01-19 14:37:37,Al_ansariy_,"@okechukwuOji @DanielRegha @whitenigerian The inflation rate in Nigeria is worrisome and the govt are not doing the necessary to make life easier for common Nigerians,no economy can improve with high rate of importation,export positively impact the economy, naira will appreciate with local productivity and agriculture.",[],0
106,2022-01-19 08:24:05,MobilePunch,How Nigeria’ll save $2bn annually on rice importation —Senate - Punch Newspapers  https://t.co/NS1uEdCgiq,[],46
107,2022-01-19 07:58:51,iamabduljiya,@FS_Yusuf_ I'm not supporting PDP or APC but the plan to see self sufficient in rice production is more sustainable than importation of the said product which is the most consumed by Nigeria.,[],0
